state_code,derived_race,derived_ethnicity,derived_sex,applicant_age,derived_loan_product_type,funnel_stage,leakage_category,denial_reason_label,is_approved_not_converted,income_band,loan_amount_band,property_value_band,ltv_band,rate_spread_band,dti_band,area_median_income_band,n_aplicaciones,total_loan_amount,total_income,n_con_income,total_rate_spread,n_con_rate_spread,total_origination_charges,n_con_origination_charges,total_interest_rate,n_con_interest_rate,total_loan_costs_sum,n_con_total_loan_costs,total_discount_points,n_con_discount_points,total_property_value,n_con_property_value
TX,White,Hispanic or Latino,Female,55-64,FHA:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Bajo (<$76K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Alto (50%+),Bajo,1,235000.0,70.0,1,2.231,1,,0,6.875,1,,0,,0,235000.0,1
TX,Race Not Available,Not Hispanic or Latino,Joint,55-64,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,265000.0,246.0,1,,0,,0,,0,,0,,0,,0
IL,White,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Bajo (<30%),Bajo,1,205000.0,113.0,1,0.069,1,1095.0,1,6.375,1,2300.55,1,,0,255000.0,1
IL,Race Not Available,Hispanic or Latino,Joint,45-54,Conventional:First Lien,Denied,Risk-based leakage,Other,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,185000.0,91.0,1,,0,,0,,0,,0,,0,215000.0,1
IL,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Medio,1,105000.0,57.0,1,3.374,1,,0,9.0,1,,0,,0,135000.0,1
TX,Race Not Available,Not Hispanic or Latino,Joint,35-44,FSA/RHS:Subordinate Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Bajo,1,5000.0,68.0,1,-6.26,1,0.0,1,,0,,0,,0,185000.0,1
IL,Race Not Available,Hispanic or Latino,Female,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,245000.0,89.0,1,-0.059,1,1570.0,1,7.25,1,6092.2,1,,0,255000.0,1
IL,Asian,Not Hispanic or Latino,Female,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Bajo (<30%),Medio,1,245000.0,115.0,1,,0,1570.0,1,7.5,1,6040.0,1,,0,255000.0,1
IL,Black or African American,Not Hispanic or Latino,Female,35-44,VA:First Lien,Denied,Risk-based leakage,Credit history,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,355000.0,73.0,1,,0,,0,,0,,0,,0,345000.0,1
VA,White,Not Hispanic or Latino,Joint,8888,FHA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,235000.0,87.0,1,,0,,0,,0,,0,,0,,0
VA,Black or African American,Ethnicity Not Available,Male,<25,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,15000.0,77.0,1,-0.564,1,0.0,1,6.75,1,350.0,1,,0,265000.0,1
VA,Black or African American,Not Hispanic or Latino,Male,25-34,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,155000.0,80.0,1,,0,,0,,0,,0,,0,165000.0,1
VA,White,Hispanic or Latino,Female,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Alto (50%+),Alto,1,845000.0,203.0,1,0.262,1,1640.0,1,7.124,1,20616.78,1,,0,935000.0,1
VA,Black or African American,Not Hispanic or Latino,Joint,45-54,FHA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,425000.0,90.0,1,,0,,0,,0,,0,,0,435000.0,1
VA,White,Not Hispanic or Latino,Joint,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Bajo (<30%),Medio,1,165000.0,87.0,1,0.257,1,3591.25,1,6.875,1,5744.5,1,1856.25,1,335000.0,1
TX,White,Hispanic or Latino,Male,55-64,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Mejor que el mercado (<0),Unknown,Medio,1,315000.0,107.0,1,-0.63,1,,0,5.5,1,,0,,0,,0
VA,Asian,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Alto ($146K+),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Bajo (<30%),Bajo,1,125000.0,185.0,1,,0,,0,,0,,0,,0,125000.0,1
VA,Black or African American,Not Hispanic or Latino,Male,25-34,Conventional:First Lien,Denied,Risk-based leakage,Unverifiable information,False,Bajo (<$76K),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,475000.0,54.0,1,,0,,0,,0,,0,,0,485000.0,1
VA,White,Ethnicity Not Available,Female,<25,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,295000.0,99.0,1,0.577,1,4337.87,1,6.125,1,11978.63,1,2942.87,1,305000.0,1
IL,White,Hispanic or Latino,Male,35-44,VA:First Lien,Denied,Risk-based leakage,Credit application incomplete,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Bajo (<30%),Medio,1,365000.0,184.0,1,,0,,0,,0,,0,,0,385000.0,1
IL,White,Hispanic or Latino,Male,45-54,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Medio,1,5000.0,69.0,1,-6.79,1,0.0,1,0.0,1,,0,,0,285000.0,1
CA,Race Not Available,Ethnicity Not Available,Sex Not Available,<25,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,275000.0,239.0,1,0.803,1,0.0,1,7.5,1,0.0,1,,0,345000.0,1
CA,White,Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Alto (50%+),Bajo,2,190000.0,119.0,2,5.11,2,1851.45,1,17.79,2,4202.51,1,,0,220000.0,2
CA,2 or more minority races,Not Hispanic or Latino,Joint,25-34,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,2,30000.0,224.0,2,-11.699,2,0.0,2,1.0,2,0.0,1,,0,1090000.0,2
NC,Black or African American,Not Hispanic or Latino,Male,25-34,FSA/RHS:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,1,225000.0,85.0,1,1.322,1,1863.18,1,6.75,1,6472.43,1,568.18,1,225000.0,1
NC,White,Not Hispanic or Latino,Male,35-44,FSA/RHS:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Bajo (<30%),Bajo,1,325000.0,114.0,1,0.134,1,1764.19,1,6.0,1,7667.64,1,269.19,1,365000.0,1
FL,Black or African American,Not Hispanic or Latino,Joint,45-54,FHA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Alto ($146K+),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,525000.0,181.0,1,,0,,0,,0,,0,,0,,0
FL,White,Not Hispanic or Latino,Female,45-54,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Cero (revisar dato),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Unknown,Bajo,2,470000.0,,0,,0,,0,,0,,0,,0,700000.0,2
FL,White,Ethnicity Not Available,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,2,890000.0,389.0,2,1.051,2,13588.85,2,14.989,2,21477.02,2,10784.85,2,930000.0,2
FL,Race Not Available,Hispanic or Latino,Joint,55-64,FHA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,245000.0,53.0,1,,0,,0,,0,,0,,0,,0
FL,White,Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,3,315000.0,171.0,3,2.4527,3,7296.42,3,21.49,3,14846.830000000002,3,2874.54,3,445000.0,3
CA,White,Not Hispanic or Latino,Joint,25-34,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Alto,1,245000.0,168.0,1,-6.306,1,500.0,1,0.0,1,,0,,0,1205000.0,1
CA,American Indian or Alaska Native,Joint,Joint,25-34,Conventional:Subordinate Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,55000.0,138.0,1,,0,,0,,0,,0,,0,,0
NJ,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Medio,1,195000.0,338.0,1,-5.05,1,,0,2.99,1,,0,,0,545000.0,1
MA,White,Not Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Medio,2,620000.0,465.0,2,-1.008,2,8061.3,2,11.325,2,12292.72,2,6471.3,1,830000.0,2
MA,White,Not Hispanic or Latino,Male,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,8,2390000.0,550.0,8,2.765,8,17269.800000000003,8,52.515,8,36774.43,8,8213.8,4,2480000.0,8
MA,Race Not Available,Ethnicity Not Available,Sex Not Available,25-34,Conventional:Subordinate Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Alto,5,115000.0,529.0,5,,0,,0,,0,,0,,0,,0
MA,White,Joint,Joint,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,215000.0,92.0,1,0.547,1,3791.5,1,7.75,1,,0,2637.5,1,245000.0,1
MA,White,Hispanic or Latino,Female,35-44,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Alto ($146K+),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Alto,8,6780000.0,4026.0,8,,0,,0,,0,,0,,0,,0
NC,White,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,2,700000.0,405.0,2,,0,,0,15.437,2,,0,,0,810000.0,2
NC,White,Joint,Joint,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Medio,1,155000.0,70.0,1,-0.043,1,2995.0,1,6.5,1,4807.73,1,1500.0,1,335000.0,1
MA,White,Hispanic or Latino,Male,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Alto,1,815000.0,217.0,1,0.824,1,1533.0,1,6.5,1,19343.68,1,,0,825000.0,1
MA,White,Free Form Text Only,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Mejor que el mercado (<0),Medio (30%-50%),Alto,1,555000.0,162.0,1,-0.102,1,1433.0,1,6.99,1,4340.5,1,,0,695000.0,1
MA,White,Not Hispanic or Latino,Female,<25,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Bajo (<$265K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Medio (30%-50%),Alto,1,205000.0,60.0,1,-0.048,1,4502.4,1,6.75,1,7883.65,1,3112.4,1,255000.0,1
MA,Race Not Available,Ethnicity Not Available,Male,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Alto,1,715000.0,209.0,1,0.212,1,1495.0,1,6.99,1,5497.0,1,,0,955000.0,1
IL,Black or African American,Ethnicity Not Available,Female,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,155000.0,93.0,1,-0.377,1,1763.44,1,6.25,1,6513.14,1,195.94,1,165000.0,1
IL,Asian,Not Hispanic or Latino,Joint,45-54,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Medio,1,5000.0,72.0,1,-6.17,1,0.0,1,0.0,1,0.0,1,,0,245000.0,1
TX,Race Not Available,Ethnicity Not Available,Sex Not Available,45-54,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Alto ($146K+),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Bajo (<30%),Medio,1,255000.0,185.0,1,0.11,1,,0,6.5,1,,0,,0,535000.0,1
IL,Race Not Available,Ethnicity Not Available,Sex Not Available,55-64,Conventional:First Lien,Denied,Risk-based leakage,Credit history,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,1,85000.0,19.0,1,,0,,0,,0,,0,,0,85000.0,1
IL,Black or African American,Not Hispanic or Latino,Joint,55-64,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Alto (50%+),Medio,1,245000.0,60.0,1,0.956,1,2836.0,1,6.625,1,11402.75,1,1507.0,1,265000.0,1
TX,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,Conventional:First Lien,Denied,Risk-based leakage,Employment history,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Bajo (<30%),Bajo,1,125000.0,96.0,1,,0,,0,,0,,0,,0,125000.0,1
TX,Joint,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,175000.0,66.0,1,,0,,0,,0,,0,,0,185000.0,1
TX,White,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Denied,Risk-based leakage,Insufficient cash,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,5,705000.0,528.0,5,,0,,0,,0,,0,,0,705000.0,5
IL,White,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Denied,Risk-based leakage,Other,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,575000.0,160.0,1,,0,,0,,0,,0,,0,605000.0,1
IL,White,Not Hispanic or Latino,Joint,45-54,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Bajo (<30%),Bajo,4,510000.0,387.0,4,4.017,4,9751.42,4,27.375,4,26645.539999999997,4,3507.42,3,510000.0,4
TX,White,Not Hispanic or Latino,Joint,45-54,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,5,2975000.0,1079.0,5,1.896,5,,0,34.625,5,,0,,0,3135000.0,5
TX,Black or African American,Not Hispanic or Latino,Joint,55-64,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Bajo,4,1240000.0,448.0,4,2.508,4,22096.49,4,25.25,4,58248.64,4,27632.67,4,1480000.0,4
TX,Asian,Not Hispanic or Latino,Female,<25,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Medio,1,495000.0,98.0,1,0.245,1,10253.4,1,5.25,1,14601.7,1,8618.4,1,525000.0,1
TX,Race Not Available,Ethnicity Not Available,Sex Not Available,<25,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Bajo,8,2450000.0,830.0,8,4.959,8,18442.21,8,57.365,8,45251.869999999995,8,11435.21,6,2750000.0,8
TX,White,Not Hispanic or Latino,Male,35-44,VA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Medio,1,455000.0,75.0,1,0.144,1,5982.47,1,6.25,1,26867.75,1,5580.47,1,445000.0,1
TX,Race Not Available,Not Hispanic or Latino,Joint,35-44,Conventional:First Lien,Denied,Risk-based leakage,Other,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Bajo (<30%),Bajo,1,105000.0,103.0,1,,0,,0,,0,,0,,0,135000.0,1
TX,Race Not Available,Not Hispanic or Latino,Female,55-64,Conventional:First Lien,Incomplete,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,125000.0,90.0,1,,0,,0,,0,,0,,0,,0
TX,Race Not Available,Hispanic or Latino,Male,35-44,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Elevado (>1.29) — mayor abandono,Alto (50%+),Bajo,1,625000.0,293.0,1,4.826,1,,0,11.75,1,,0,,0,785000.0,1
TX,Race Not Available,Ethnicity Not Available,Sex Not Available,25-34,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,245000.0,164.0,1,,0,,0,8.0,1,,0,,0,335000.0,1
IL,White,Joint,Joint,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,2,350000.0,187.0,2,1.659,2,6680.6900000000005,2,13.75,2,12041.94,2,3734.69,1,370000.0,2
IL,Black or African American,Not Hispanic or Latino,Joint,25-34,VA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,655000.0,254.0,1,-0.285,1,1039.05,1,6.09,1,6605.0,1,,0,655000.0,1
IL,White,Not Hispanic or Latino,Joint,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,1,305000.0,150.0,1,1.502,1,6964.84,1,7.75,1,14572.84,1,5669.84,1,325000.0,1
IL,White,Hispanic or Latino,Female,55-64,FHA:First Lien,Denied,Risk-based leakage,Credit application incomplete,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,275000.0,69.0,1,,0,,0,,0,,0,,0,265000.0,1
IL,Black or African American,Not Hispanic or Latino,Male,25-34,FHA:First Lien,Denied,Risk-based leakage,Other,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Bajo (<30%),Medio,1,205000.0,122.0,1,,0,,0,,0,,0,,0,215000.0,1
CA,Race Not Available,Hispanic or Latino,Female,25-34,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Alto,1,445000.0,113.0,1,0.283,1,,0,7.125,1,,0,,0,505000.0,1
CA,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Unknown,Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Alto (50%+),Medio,2,1280000.0,,0,5.057,2,26291.67,2,17.375,2,,0,6360.5599999999995,2,1590000.0,2
CA,Asian,Not Hispanic or Latino,Joint,>74,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Cero (revisar dato),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,905000.0,,0,,0,,0,,0,,0,,0,,0
CA,Race Not Available,Hispanic or Latino,Female,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Bajo,3,905000.0,195.0,3,1.551,3,18322.6,3,17.5,3,14028.73,1,12709.9,2,925000.0,3
TX,White,Not Hispanic or Latino,Joint,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Alto (50%+),Bajo,2,300000.0,123.0,2,2.8280000000000003,2,4812.17,2,14.625,2,13866.75,2,1334.61,2,310000.0,2
TX,White,Joint,Joint,25-34,FHA:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Alto (50%+),Bajo,1,325000.0,137.0,1,0.738,1,,0,6.25,1,,0,,0,355000.0,1
TX,Race Not Available,Hispanic or Latino,Female,25-34,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,135000.0,96.0,1,,0,,0,12.05,1,,0,,0,145000.0,1
TX,White,Ethnicity Not Available,Male,<25,Conventional:First Lien,Denied,Risk-based leakage,Employment history,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,155000.0,38.0,1,,0,,0,,0,,0,,0,155000.0,1
IL,Race Not Available,Ethnicity Not Available,Sex Not Available,25-34,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Bajo (<30%),Medio,1,155000.0,71.0,1,-6.4,1,,0,6.25,1,,0,,0,185000.0,1
IL,White,Not Hispanic or Latino,Joint,45-54,Conventional:First Lien,Denied,Risk-based leakage,Credit application incomplete,False,Bajo (<$76K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,25000.0,24.0,1,,0,,0,,0,,0,,0,,0
